ID,specid,Gaia_designation,R.A.,e_R.A.,decl.,e_decl.,S/N_r,Class,RV_LASP,e_RV_LASP,pmra,e_pmra,pmdec,e_pmdec,parallax,e_parallax,G,G_BP,G_RP,astrometric_flag,RV_LASP_Calibrated,r,el_r,eu_r,x,el_x,eu_x,y,el_y,eu_y,z,el_z,eu_z,r_GC,el_r_GC,eu_r_GC,Vx,el_Vx,eu_Vx,Vy,el_Vy,eu_Vy,Vz,el_Vz,eu_Vz,V_GC,el_V_GC,eu_V_GC,e,el_e,eu_e,Zmax,el_Zmax,eu_Zmax,r_min,el_r_min,eu_r_min,E_Phi_Infinity,el_E_Phi_Infinity,eu_E_Phi_Infinity,Vesc(W),Vesc(G),Vesc(Ke),Vesc(Ko),Vesc(P),Vesc(M),Vesc(X),Pgc,PMW,Pub(W),Pub(G),Pub(Ke),Pub(Ko),Pub(P),Pub(M),Pub(X),Origin_Class,Teff_LASP,e_Teff_LASP,log(g)_LASP,e_log(g)_LASP,[Fe/H]_LASP,e_[Fe/H]_LASP,Teff_DD-Payne,e_Teff_DD-Payne,log(g)_DD-Payne,e_log(g)_DD-Payne,[Fe/H]_DD-Payne,e_[Fe/H]_DD-Payne,Alpha_Fe_DD-Payne,e_Alpha_Fe_DD-Payne,conservative_results
Hivel38,20160909EG213415S032438V0108189_v2.9.7,Gaia DR2 2671612324041348224,324.0715294,0.044,-4.4211752,0.0337,119,A7V,-189,4,52.945,0.062,6.164,0.062,0.417,0.059,13.7,13.28,11.39,0,-184,2.4,0.3,0.4,-7,0.1,0.2,1.4,0.2,0.3,-1.5,0.3,0.2,7.3,0.1,0.1,-553,86,59,153,4,4,-251,68,46,628,71,106,0.99927,0.00075,0.00014,375.9,271.5,702.5,3.6,0.4,0.3,0.0007,0.0005,0.0006,631,613,607,579,546,522,498,0,1,0.47,0.564,0.603,0.753,0.873,0.95,0.986,HRS,8914,27,4.9,0.02,-0.07,0.03,7026,38,4.15,0.07,-1.19,0.07,0.21,0.02,0
Hivel39,20160205HD145433N463537V0116208_v2.9.7,Gaia DR2 1591118433495659520,220.7771029,0.0137,48.0989233,0.0139,73,G3,-101,9,-19.363,0.027,-15.596,0.028,0.14,0.018,13.83,14.32,13.19,1,-95,7.1,0.8,1.2,-7.8,0,0.1,3.6,0.4,0.6,6.2,0.7,1,10.6,0.5,0.8,11,2,2,-523,121,81,344,48,71,626,93,141,0.99522,0.00277,0.0011,2848.6,1013.9,902.9,14.6,1.5,1.8,0.0009,0.0006,0.0009,594,585,570,540,510,487,470,0,1,0.62,0.657,0.713,0.804,0.882,0.937,0.958,HRS,4788,67,1.87,0.11,-1.42,0.06,4927,55,2.29,0.13,-1.26,0.08,0.19,0.03,0
Hivel40,20140504HD162506N240323V0103174_v2.9.7,Gaia DR2 1302386920560766592,245.4739746,0.0074,24.06005757,0.0118,39,G5,-144,9,-3.076,0.02,-12.019,0.025,0.076,0.015,13.76,18.51,16.11,1,-139,13.4,2.4,3.3,-0.8,1.3,1.8,6.5,1.2,1.6,9.1,1.6,2.3,11.2,1.8,2.8,467,95,133,-398,143,104,-99,6,6,622,137,193,0.99479,0.0059,0.00115,240.7,182.4,245.3,9.5,5.2,835.8,0.0008,0.0008,0.0013,588,579,563,532,503,482,466,0,0.093,0.57,0.588,0.623,0.688,0.774,0.812,0.853,OUT,4662,323,1.64,0.5,-1.28,0.3,4784,69,1.95,0.16,-1.11,0.1,0.14,0.05,0
Hivel41,20170430HD172143N395828B0206178_v2.9.7,Gaia DR2 1343650939115596672,263.0200614,0.0199,39.27708721,0.024,86,G2,-257,11,0.681,0.043,-23.467,0.048,0.167,0.025,15.12,14.36,13.53,1,-252,6,0.8,1,-6,0.3,0.4,4.6,0.6,0.8,3.2,0.4,0.5,8.2,0.3,0.4,543,84,103,-158,38,30,-249,23,18,619,86,110,0.99581,0.003,0.00107,1502.3,564.9,465.2,1.3,0.3,0.4,0.0007,0.0005,0.0008,619,602,594,565,533,511,489,0.002,0.04,0.502,0.569,0.599,0.715,0.835,0.889,0.933,OUT,5224,62,3.08,0.1,-1.33,0.06,5272,42,3.04,0.11,-1.35,0.07,0.23,0.03,0
Hivel42,20150519HD184318N574906B0102228_v2.9.7,Gaia DR2 2148005748521592704,278.9082699,0.0187,56.22531885,0.0184,114,G3,-441,7,-11.143,0.047,-9.034,0.042,0.106,0.02,14.48,14.06,13.31,1,-436,9.4,1.4,2,-7.5,0.1,0.1,8.6,1.3,1.8,3.9,0.6,0.8,12,1,1.5,472,75,103,-349,44,33,187,55,80,617,91,131,0.99431,0.00254,0.00128,1578.8,618.7,904.9,22.5,0.8,1.7,0.0008,0.0005,0.001,585,574,560,533,503,475,460,0,0.899,0.597,0.639,0.696,0.795,0.88,0.932,0.96,HRS,4969,40,2.42,0.07,-1.16,0.04,4990,40,2.41,0.1,-1.08,0.06,0.25,0.02,0
Hivel43,20170427HD152645N051412B0104122_v2.9.7,Gaia DR2 4428594418753266944,232.0214063,0.0252,5.01179164,0.0235,167,F5,-298,4,-6.343,0.055,-29.234,0.057,0.185,0.03,14.68,14.25,13.24,1,-293,5.4,0.7,1,-4.6,0.5,0.7,0.6,0.1,0.1,3.9,0.5,0.8,6.1,0,0.1,141,45,65,-440,128,91,-408,39,28,616,90,136,0.99675,0.00522,0.00111,2262.5,1318.8,898.9,7.5,2.5,0.3,0.0006,0.0006,0.0009,640,621,616,584,551,540,511,0,0.085,0.425,0.489,0.502,0.626,0.754,0.797,0.895,OUT,5806,17,3.31,0.05,-2.46,0.02,5520,35,3.36,0.12,-2.39,0.08,0.3,0.03,0
Hivel44,20140602VB217N16V111002_v2.9.7,Gaia DR2 1238626653581242112,216.4755888,0.0278,18.02917911,0.0236,42,G7,-122,10,-36.609,0.052,-3.159,0.049,0.228,0.032,14.06,15.59,14.99,1,-117,4.4,0.5,0.7,-6.5,0.2,0.3,0.5,0.1,0.1,4.1,0.5,0.7,7.7,0.1,0.2,-502,78,59,-310,92,68,160,34,47,612,88,124,0.99768,0.00187,0.00047,1629.3,784.8,647.3,6.6,1.7,2.3,0.0006,0.0005,0.0008,622,607,598,568,536,517,494,0,1,0.45,0.514,0.554,0.686,0.788,0.848,0.92,HRS,5201,225,2.85,0.35,-1.48,0.21,5270,86,2.75,0.27,-1.38,0.14,0.28,0.07,0
Hivel45,20190305HD162154N132718B0116063_v2.9.7,Gaia DR2 4464842946300496768,244.4627527,0.0342,15.14795844,0.0339,26,F0,-201,21,-14.071,0.068,-49.943,0.061,0.315,0.053,16.05,14.75,13.62,1,-195,3.2,0.5,0.7,-6.1,0.3,0.4,1.2,0.2,0.3,2.1,0.3,0.4,6.6,0.2,0.2,330,70,95,-471,134,102,-197,20,17,610,119,160,0.99585,0.02667,0.00184,891.9,798.2,476.2,4.6,0.4,3.1,0.0004,0.0006,0.001,639,619,614,585,552,532,506,0,0.189,0.417,0.466,0.48,0.569,0.666,0.73,0.803,OUT,6190,267,3.93,0.41,-2.11,0.25,6308,126,3.85,0.4,-2.5,0.38,0.19,0.11,0
Hivel46,20150309HD165740N092230V0104107_v2.9.7,Gaia DR2 4444034860543590016,254.6582475,0.0206,9.10474662,0.0198,34,A7IV,-161,8,-0.753,0.042,-21.031,0.04,0.13,0.025,14.34,18.91,16.75,1,-155,7.6,1.2,1.9,-2.3,0.9,1.4,3.1,0.5,0.8,3.7,0.6,0.9,5.4,0.1,0.7,354,72,114,-353,132,82,-338,66,43,605,113,183,0.99682,0.01011,0.00121,1755.8,1613.6,1262.7,0.6,0.3,1.2,0.0005,0.0007,0.0014,648,626,624,591,559,550,519,0.132,0.2,0.383,0.441,0.445,0.541,0.635,0.66,0.762,OUT,11544,143,5.1,0.03,0.86,0.04,6324,101,3.41,0.29,-1.49,0.18,0.27,0.08,0
Hivel47,20130511HD153055N404958M0108245_v2.9.7,Gaia DR2 1389588741082664320,233.9620427,0.0158,40.37153427,0.0178,84,G2,-275,11,-1.918,0.034,-21.54,0.04,0.147,0.02,14.71,17.43,16.46,1,-270,6.8,0.8,1.1,-6.5,0.2,0.3,3.7,0.4,0.6,5.5,0.7,0.9,9.3,0.4,0.6,505,68,91,-301,66,51,-113,15,17,601,82,105,0.99513,0.00289,0.00118,415.8,110.7,89.9,1,0.2,3.8,0.0006,0.0005,0.0007,606,594,581,551,520,500,480,0.021,0.04,0.48,0.531,0.582,0.714,0.826,0.897,0.94,OUT,5146,50,2.78,0.08,-1.43,0.05,5219,44,2.79,0.12,-1.44,0.07,0.22,0.03,0
Hivel48,20190310HD135728N245954B0215117_v2.9.7,Gaia DR2 1258184933919659904,209.5926259,0.0438,25.67157827,0.0476,38,F5,-168,20,-52.15,0.104,-44.503,0.101,0.391,0.073,16.65,14.8,14.24,1,-163,2.6,0.4,0.6,-7.6,0.1,0.1,0.3,0.1,0.1,2.5,0.4,0.5,8,0,0.1,-138,27,19,-582,181,128,-11,27,36,600,128,182,0.99551,0.03298,0.00191,324.7,252.9,281.8,36.7,28.4,18.5,0.0006,0.0007,0.0013,621,606,597,569,536,513,491,0,0.211,0.451,0.485,0.511,0.587,0.676,0.734,0.793,OUT,5989,178,4.13,0.29,-1.77,0.17,5875,58,3.95,0.22,-1.83,0.12,0.19,0.07,0
Hivel49,20170411Dol_Dzim_5115225_v2.9.7,Gaia DR2 1332365036371481088,246.2218789,0.0103,38.89772558,0.0164,91,G5,-295,6,-7.77,0.023,-11.13,0.034,0.085,0.014,13.61,14.16,12.93,1,-289,11.7,1.7,2.1,-4.2,0.6,0.7,7.4,1.1,1.3,8.2,1.2,1.5,11.8,1.2,1.7,339,63,78,-483,102,81,99,43,55,599,107,134,0.99408,0.0049,0.00143,1131.4,506.4,581.2,43.2,3.1,4,0.0007,0.0006,0.0011,584,575,559,529,500,477,462,0,0.048,0.549,0.58,0.63,0.723,0.799,0.854,0.891,OUT,4666,37,1.58,0.06,-1.19,0.04,4743,45,2.04,0.11,-1.12,0.07,0.21,0.02,0
Hivel50,20140122HD150818N334223V0109183_v2.9.7,Gaia DR2 1290506525622983680,228.2831774,0.0137,34.24096831,0.0151,98,A1V,-117,6,-23.943,0.029,-6.785,0.031,0.148,0.021,13.83,12.88,12.52,0,-112,6.7,0.8,1.2,-6.2,0.2,0.4,2.8,0.3,0.5,5.8,0.7,1,8.9,0.4,0.6,-260,45,30,-437,116,79,312,51,71,597,96,142,0.99566,0.00397,0.00107,2432.1,1259.5,1082.7,10.1,1.5,2.2,0.0007,0.0006,0.001,608,596,584,553,522,503,483,0,1,0.462,0.502,0.545,0.665,0.772,0.818,0.873,HRS,8857,31,4.97,0.02,-0.39,0.04,7627,76,3.66,0.1,-1.32,0.07,0.2,0.03,0
Hivel51,20130413HD165712N321400M0109139_v2.9.7,Gaia DR2 1313540057274791808,255.6079704,0.01,32.57762231,0.0113,149,G6,-136,6,-5.148,0.021,-14.27,0.023,0.097,0.014,13.18,13.7,12.51,1,-130,10.2,1.2,1.8,-3.4,0.6,0.8,6.8,0.8,1.2,6,0.7,1.1,9.7,0.7,1.3,515,66,98,-304,81,55,14,11,15,597,84,128,0.99502,0.00328,0.00115,494.2,123.4,108.5,69.2,14.1,16.9,0.0007,0.0006,0.0009,602,589,577,547,516,495,477,0,0.047,0.493,0.534,0.589,0.697,0.813,0.864,0.908,OUT,4602,34,1.34,0.06,-1.27,0.03,4834,33,2.03,0.08,-1.05,0.05,0.24,0.02,0
Hivel52,20160305HD160042N313405V0210033_v2.9.7,Gaia DR2 1321141977590168448,238.1165429,0.009,30.55672761,0.0116,49,F0,-166,15,-30.39,0.021,-2.653,0.026,0.191,0.014,13.54,15.67,15.09,1,-161,5.2,0.4,0.4,-6,0.1,0.2,2.5,0.2,0.2,4.1,0.3,0.3,7.7,0.1,0.1,-313,22,19,-361,43,39,355,35,40,595,50,60,0.99622,0.00127,0.00064,2222.5,718.8,697.3,6.6,0.4,0.5,0.0005,0.0003,0.0004,622,607,598,567,536,517,494,0,1,0.308,0.415,0.476,0.686,0.883,0.945,0.98,HRS,6415,112,4.24,0.18,-1.25,0.11,6375,47,3.63,0.15,-1.21,0.08,0.31,0.05,1
Hivel53,20150223HD153027N364816B0113247_v2.9.7,Gaia DR2 1375542686196028032,234.3569757,0.0216,37.44766848,0.0277,17,F7,-96,26,-26.081,0.044,10.186,0.064,0.197,0.03,15.66,18.68,16.42,1,-91,5.1,0.7,0.9,-6.7,0.2,0.3,2.6,0.4,0.5,4.1,0.6,0.7,8.3,0.2,0.3,-509,92,67,-78,54,40,294,55,72,595,89,117,0.99792,0.0017,0.00043,1648.8,1038.3,1194.4,3.2,0.7,1.4,0.0005,0.0005,0.0008,616,602,592,562,530,510,489,0.001,1,0.417,0.475,0.517,0.627,0.741,0.826,0.891,HRS,5946,383,3.84,0.62,-1.85,0.36,5836,180,3.97,0.55,-2.18,0.35,0.21,0.25,0
Hivel54,20130215HD131614N190306M0110065_v2.9.7,Gaia DR2 3938269613528220672,197.0760863,0.0197,18.54046372,0.0182,52,F0,2,15,3.182,0.049,-19.942,0.046,0.129,0.026,13.84,16.43,15.6,1,7,7.7,1.3,1.9,-7.1,0.2,0.3,-0.7,0.2,0.1,7.6,1.3,1.9,10.4,0.8,1.3,515,85,121,-278,128,89,-105,32,27,595,117,175,0.99457,0.0069,0.00169,286.3,229,447.8,8.3,4.3,656,0.0007,0.0006,0.0012,594,586,570,539,509,489,471,0,0.093,0.5,0.521,0.569,0.669,0.757,0.81,0.843,OUT,6362,85,4.05,0.14,-1.05,0.08,6211,38,3.23,0.13,-1.22,0.07,0.19,0.04,0
Hivel55,20180223HIP66100C614071_v2.9.7,Gaia DR2 3631294556987462528,201.6984636,0.0327,-6.879924,0.0312,130,A6IV,48,10,-39.921,0.073,-6.083,0.068,0.25,0.047,14.1,14.28,13.79,1,54,4,0.6,1,-6.5,0.3,0.5,-1.5,0.4,0.2,3.3,0.5,0.9,7.4,0,0.1,-505,142,83,-296,140,83,90,10,12,594,113,194,0.99845,0.0069,0.00029,1513.4,1221,369.1,6,3.2,5.7,0.0006,0.0007,0.0013,626,610,602,572,540,521,497,0.006,0.972,0.416,0.451,0.467,0.55,0.647,0.713,0.786,HRS,6953,22,4.19,0.04,-0.68,0.02,6878,30,3.96,0.05,-0.76,0.05,0.19,0.02,0
Hivel56,20140409HD160152N132820V13201_v2.9.7,Gaia DR2 4458473093187331584,242.3473392,0.0248,13.8936296,0.0201,61,F0,-288,17,-45.98,0.041,-19.892,0.034,0.309,0.037,12.36,18.23,15.8,0,-282,3.2,0.4,0.4,-6.1,0.2,0.3,1.1,0.1,0.2,2.2,0.2,0.3,6.5,0.1,0.1,-223,13,12,-511,88,74,203,44,57,594,80,97,0.99564,0.00589,0.00165,1173,748.7,831.1,6.9,0.3,0.5,0.0004,0.0004,0.0007,639,619,614,585,552,533,506,0,1,0.312,0.396,0.412,0.546,0.693,0.768,0.875,HRS,5763,114,3.56,0.19,-1.63,0.11,5657,52,2.37,0.17,-1.86,0.09,0.3,0.05,0
Hivel57,20150131HD112608N224229B0215175_v2.9.7,Gaia DR2 3993609270704118272,170.5159662,0.0515,23.87998224,0.0393,40,A7IV,49,7,-31.869,0.1,-67.861,0.081,0.425,0.051,15.58,14.58,13.45,1,54,2.4,0.3,0.3,-8.8,0.1,0.1,-0.5,0.1,0.1,2.2,0.2,0.3,9.1,0.1,0.2,-2,3,2,-577,117,92,-127,27,22,592,95,119,0.99473,0.00653,0.00171,438.9,343.5,386,10.6,1.5,1.7,0.0005,0.0005,0.0008,611,597,586,559,527,501,481,0,0.081,0.431,0.473,0.531,0.624,0.735,0.827,0.884,OUT,6183,26,3.9,0.06,-2.45,0.03,6334,70,4.26,0.2,-1.79,0.14,0.14,0.06,0
Hivel58,20180226HD152043N085449V0204162_v2.9.7,Gaia DR2 1167034565278836224,229.6330249,0.017,8.86074811,0.0156,171,F0,-119,10,-23.864,0.035,2.448,0.035,0.161,0.02,13.27,18.32,16.02,1,-114,6.2,0.7,0.8,-4.4,0.4,0.5,0.8,0.1,0.1,4.8,0.5,0.6,6.5,0.1,0.2,-466,55,44,-177,57,44,315,43,54,590,70,90,0.99824,0.00107,0.00013,2224.8,1183.8,1053.3,3.4,1,1.4,0.0004,0.0004,0.0006,633,616,609,576,544,532,506,0.001,1,0.329,0.395,0.428,0.561,0.714,0.785,0.888,HRS,6422,23,4.2,0.04,-1.17,0.02,6322,27,3.13,0.08,-1.24,0.05,0.04,0.02,0
Hivel59,20150319HD152912N162344B0110129_v2.9.7,Gaia DR2 1207475255783881088,230.0709243,0.0254,16.23150535,0.0172,104,F2,15,11,-9.498,0.045,-24.402,0.046,0.159,0.032,14.16,13.66,12.5,1,20,6.4,1.2,1.5,-4.7,0.7,0.8,1.5,0.3,0.3,5.2,1,1.2,7.2,0.2,0.5,365,64,80,-462,170,138,0,11,11,589,146,182,0.995,0.069,0.00237,388.4,302.9,106.8,50.2,45.3,51.5,0.0003,0.0007,0.0013,626,610,602,569,537,524,499,0,0.289,0.406,0.434,0.452,0.545,0.614,0.651,0.699,OUT,5037,32,2.26,0.05,-2.32,0.03,5242,40,2.93,0.12,-2.12,0.07,0.27,0.03,0
Hivel60,20170214HD154653N465910V0107084_v2.9.7,Gaia DR2 1397141320812723968,239.0200888,0.0114,45.56416456,0.0164,74,F5,-149,12,3.956,0.021,-14.823,0.036,0.12,0.015,13.56,15.62,15.13,1,-143,8.4,0.9,1.2,-6.5,0.2,0.2,5.2,0.6,0.7,6.3,0.7,0.9,10.5,0.6,0.8,572,64,85,8,22,19,-132,10,10,588,63,84,0.99434,0.00239,0.00116,542.5,198.9,189.8,9,4.7,0.3,0.0006,0.0004,0.0006,595,585,570,541,510,488,471,0,0.011,0.471,0.52,0.589,0.757,0.876,0.94,0.976,OUT,5415,70,2.82,0.11,-1.75,0.07,5545,46,2.44,0.14,-1.77,0.08,0.26,0.04,0
Hivel61,20150210HD141904N190355B0201152_v2.9.7,Gaia DR2 1232697434049152512,214.7037822,0.0293,17.3125037,0.0266,58,G2,-42,10,-21.039,0.055,10.072,0.051,0.184,0.036,14.94,15.68,14.63,1,-37,5.5,0.9,1.3,-6.1,0.3,0.5,0.4,0.1,0.1,5.1,0.9,1.2,8,0.2,0.5,-537,127,91,93,38,26,202,39,56,584,92,129,0.99828,0.00315,0.00035,2024.4,1318.1,939.9,3.9,1.5,3.2,0.0004,0.0005,0.0009,618,604,594,562,531,514,491,0,0.998,0.379,0.422,0.456,0.57,0.687,0.752,0.834,HRS,5220,69,2.88,0.11,-1.54,0.07,5374,45,3.19,0.14,-1.37,0.08,0.22,0.04,0
Hivel62,20170514HD141728N151548B0106163_v2.9.7,Gaia DR2 1228930747730542080,216.8247828,0.0363,14.71495676,0.041,56,A1V,-5,7,-45.422,0.075,6.215,0.076,0.317,0.05,15.38,15.63,14.93,1,1,3.2,0.4,0.5,-6.8,0.2,0.2,0.2,0,0,2.9,0.4,0.5,7.4,0,0,-496,90,70,-124,65,51,276,37,47,583,85,112,0.99871,0.00343,0.00042,900.9,768.4,1320.4,2.2,0.2,0.4,0.0004,0.0005,0.0008,627,610,603,573,541,520,497,0.088,1,0.34,0.403,0.429,0.541,0.655,0.739,0.846,HRS,6197,19,3.66,0.04,-2.5,0,6470,62,4.23,0.16,-2.95,0.2,0.17,0.06,0
Hivel63,20170308HD133100N262324B0113209_v2.9.7,Gaia DR2 1448616435135781888,204.5668897,0.0213,26.8005778,0.0161,16,G7,-50,8,-25.53,0.053,-1.525,0.027,0.168,0.03,14.97,16.93,15.23,1,-45,6,0.9,1.2,-7.3,0.1,0.2,0.6,0.1,0.1,5.9,0.9,1.2,9.4,0.4,0.7,-525,108,83,-230,97,74,93,22,31,582,107,142,0.9965,0.00581,0.00099,1470.4,885.7,374.7,12.9,4.5,7.6,0.0005,0.0005,0.001,604,593,580,549,518,498,479,0,0.918,0.439,0.459,0.509,0.584,0.694,0.756,0.819,HRS,5092,118,3.41,0.28,-0.87,0.14,5220,192,3.41,0.49,-1.05,0.29,0.12,0.14,0
Hivel64,20160515HD155304N411742B0204207_v2.9.7,Gaia DR2 1383886467621883392,238.4122919,0.0279,41.43763531,0.0323,73,A1IV,-61,6,-3.943,0.054,-28.845,0.063,0.203,0.037,15.35,14.39,14.09,1,-56,4.9,0.8,1.1,-6.9,0.2,0.3,2.9,0.5,0.6,3.8,0.6,0.8,8.4,0.2,0.4,553,87,119,-167,82,60,71,18,24,582,101,142,0.99482,0.01399,0.00194,725.5,457.7,314.8,28.8,4,6,0.0004,0.0005,0.001,615,601,591,562,530,509,488,0,0.171,0.396,0.434,0.471,0.565,0.674,0.755,0.816,OUT,8565,37,4.63,0.03,-0.6,0.04,7915,82,4.14,0.08,-0.84,0.08,0.18,0.03,0
Hivel65,20170604HD182208N361806V0108059_v2.9.7,Gaia DR2 2095732148240710144,277.1589541,0.0103,35.95960115,0.0126,141,G3,-269,6,-7.779,0.022,-21.35,0.024,0.16,0.013,13.4,14.52,13.27,1,-263,6.2,0.4,0.6,-5.6,0.2,0.2,5.3,0.4,0.5,2.1,0.1,0.2,8,0.1,0.2,509,44,58,-268,27,23,-78,2,3,581,49,62,0.99514,0.00245,0.00102,300.2,100.4,71.5,1.7,0.6,0.1,0.0005,0.0003,0.0004,622,604,598,570,537,513,491,0.002,0.017,0.26,0.356,0.399,0.592,0.8,0.919,0.976,OUT,4968,27,2.31,0.04,-1.27,0.03,5037,37,2.33,0.09,-1.2,0.06,0.26,0.02,1
Hivel66,20170201HD142554N261554B0109050_v2.9.7,Gaia DR2 1280443412952917632,217.3967755,0.0439,26.91494905,0.0466,25,A7IV,-143,8,-3.813,0.112,-54.054,0.109,0.347,0.057,16.03,14.76,14.01,1,-138,2.9,0.4,0.6,-7.4,0.1,0.2,0.7,0.1,0.1,2.7,0.4,0.5,7.9,0,0.1,448,64,91,-346,110,76,-132,7,8,581,93,139,0.9952,0.01364,0.00191,573.9,453.4,245.4,3.2,0.3,4.9,0.0004,0.0006,0.001,623,607,598,570,537,515,492,0,0.148,0.379,0.421,0.448,0.554,0.657,0.742,0.833,OUT,8677,68,5.44,0.04,0.08,0.09,6316,149,3.88,0.41,-1.95,0.33,0.28,0.11,0
Hivel67,20170124HD132818N310857M0213173_v2.9.7,Gaia DR2 1468835526259140352,203.6560639,0.0302,32.21212184,0.0312,20,F0,6,8,0.411,0.053,-45.385,0.049,0.295,0.054,16.05,18.74,15.84,1,11,3.4,0.6,0.8,-7.9,0,0.1,0.6,0.1,0.1,3.4,0.5,0.8,8.6,0.2,0.3,479,75,104,-316,127,92,76,12,16,579,112,159,0.994,0.02558,0.00276,678.2,500.9,299.5,25.4,20.4,7.9,0.0003,0.0005,0.0011,614,600,589,561,529,506,486,0,0.481,0.397,0.435,0.469,0.546,0.631,0.704,0.767,OUT,6332,79,4.08,0.13,-1.36,0.14,6237,189,4.19,0.5,-1.83,0.34,0.41,0.14,0
Hivel68,20190302HD164351N340219B0112082_v2.9.7,Gaia DR2 1327043297014218752,252.5348709,0.0118,35.51629839,0.0147,64,G7,-159,7,0.065,0.025,-18.909,0.038,0.136,0.016,14.26,11.84,10.23,1,-153,7.3,0.7,0.9,-5.2,0.3,0.4,4.8,0.5,0.6,4.6,0.5,0.6,8.5,0.3,0.5,535,59,75,-146,37,31,-164,11,9,577,63,82,0.99493,0.00365,0.00128,729,315.1,286.3,2.3,0.2,4.8,0.0005,0.0004,0.0006,614,599,590,559,528,508,487,0,0.047,0.345,0.411,0.444,0.612,0.775,0.857,0.926,OUT,4883,84,2.33,0.14,-1.03,0.08,4913,55,2.5,0.14,-0.94,0.07,0.26,0.03,0
Hivel69,20160303HD115742N172804B0211245_v2.9.7,Gaia DR2 3975141254929489920,179.4845244,0.0619,19.13476377,0.0319,22,Non,118,8,-78.994,0.114,-11.435,0.069,0.549,0.073,16.27,14.08,13.5,1,123,1.8,0.2,0.3,-8.4,0,0,-0.4,0.1,0,1.8,0.2,0.3,8.6,0.1,0.1,-551,87,62,-164,62,43,-30,25,20,577,72,103,0.99784,0.00256,0.00072,837.7,410.7,96,8.1,3.8,9.1,0.0004,0.0004,0.0006,616,602,592,565,532,507,486,0.022,0.903,0.344,0.395,0.435,0.554,0.703,0.834,0.903,HRS,5275,251,4.59,0.4,-1.43,0.24,5413,86,4.48,0.26,-1.26,0.15,0.4,0.08,0
Hivel70,20150322HD130120N380253M0105245_v2.9.7,Gaia DR2 1517369756214955008,194.3855455,0.0377,37.1100556,0.018,85,F0,-269,6,-16.37,0.069,-43.406,0.065,0.288,0.049,15.75,15.4,14.68,1,-264,3.5,0.5,0.7,-8.5,0.1,0,0.5,0.1,0.1,3.4,0.5,0.7,9.1,0.2,0.4,203,25,36,-524,159,109,-123,20,28,577,103,154,0.99424,0.02752,0.00221,399.1,310.2,83.6,7.3,0.2,11.9,0.0004,0.0005,0.0009,609,596,584,556,524,501,481,0,0.145,0.395,0.434,0.473,0.571,0.666,0.754,0.815,OUT,6184,17,3.81,0.04,-2.44,0.02,6280,47,4.02,0.13,-2.45,0.12,0.2,0.04,0
Hivel71,20161103EG222332S021805V0104061_v2.9.7,Gaia DR2 2629296824480015744,335.8333817,0.0382,-2.51967388,0.0362,462,G3,-219,5,148.112,0.072,-13.386,0.061,1.128,0.046,11.36,13.9,13.47,0,-214,0.9,0,0,-7.9,0,0,0.5,0,0,-0.6,0,0,8,0,0,-539,21,20,-48,8,8,-193,16,14,576,24,26,0.99832,0.00033,0.00026,220.9,128.2,89.4,6,0,0,0.0004,0.0001,0.0001,626,609,601,576,542,514,492,0,1,0.019,0.092,0.167,0.514,0.923,0.998,1,HRS,5212,13,3.18,0.02,-1.02,0.01,5250,18,3.19,0.05,-1.05,0.03,0.22,0.01,0
Hivel72,20130306HD144346S023019M0104112_v2.9.7,Gaia DR2 3648546993938943616,221.1738598,0.0264,-2.79822943,0.0245,73,G3,7,7,-25.116,0.051,1.813,0.05,0.171,0.03,14.51,16.04,14.12,1,12,5.9,0.9,1.2,-4.4,0.6,0.8,-0.7,0.1,0.1,4.5,0.7,0.9,6.4,0,0.2,-434,97,70,-173,90,66,335,49,70,576,98,142,0.99892,0.00937,0.0002,1811.4,1688.2,1849.3,1.3,0.6,2,0.0003,0.0005,0.001,636,618,612,579,547,535,508,0.368,1,0.328,0.374,0.393,0.491,0.593,0.642,0.74,HVS,5031,76,2.88,0.12,-0.85,0.07,5099,46,2.97,0.12,-0.81,0.06,0.22,0.03,0
Hivel73,20180204HD145243N315530V0203110_v2.9.7,Gaia DR2 1283488411626738432,221.7564827,0.0108,32.33003753,0.0172,117,F5,-178,8,-8.1,0.023,-36.86,0.039,0.242,0.025,12.94,11.2,10.27,0,-173,4.1,0.4,0.4,-7.1,0.1,0.1,1.4,0.1,0.1,3.8,0.4,0.4,8.1,0.1,0.1,407,42,48,-399,63,58,-57,12,13,574,70,76,0.9946,0.00566,0.00158,39.3,27.5,46.1,540.3,534.6,787.9,0.0004,0.0004,0.0005,618,604,594,564,532,512,490,0,0.071,0.277,0.343,0.395,0.552,0.723,0.81,0.897,OUT,5532,26,3.06,0.04,-1.39,0.02,5649,39,2.61,0.11,-1.42,0.05,0.26,0.02,0
