	ID	Origin_Class	G	G_BP	G_RP	Class	r	x	y	z	r_GC	Teff_LASP	Teff_DD-Payne	e_Teff_LASP	e_Teff_DD-Payne	[Fe/H]_LASP	[Fe/H]_DD-Payne	RV_LASP	V_GC	Vx	Vy	Vz	RV_LASP_Calibrated	Vesc(W)	Vesc(G)	Vesc(Ke)	Vesc(Ko)	Vesc(P)	Vesc(M)	Vesc(X)	Pgc	PMW	Pub(W)	Pub(G)	Pub(Ke)	Pub(Ko)	Pub(P)	Pub(M)	Pub(X)	Mabs	Luminosity	L_Lsun	Mass
488	Hivel489	RS	13.82	15.1	14.28	G0	4.1	-5.3	1.4	2.6	6.1	5392	5415	24	33	-1.31	-1.33	92	461	408	-212	-29	97	643	622	619	588	556	540	511	0.14800000000000002	0.78	0.01	0.019	0.019	0.036000000000000004	0.084	0.11199999999999999	0.198	0.756080716401323	1.4249047215870107e+28	37.11655956204769	5.588573853370574e+30
489	Hivel490	OUT	13.73	14.21	13.09	G3	5.7	-9.3	-1.9	5.2	10.8	4952	5062	24	34	-1.19	-1.1	-132	461	436	120	-88	-127	593	584	568	540	509	485	468	0.0	0.449	0.087	0.099	0.11199999999999999	0.166	0.272	0.37799999999999995	0.45399999999999996	-0.04937427836245689	2.9920429502800297e+28	77.93808153894321	6.908010578328441e+30
490	Hivel491	RS	13.86	16.42	15.75	G2	10.4	-4.7	6.4	7.5	10.9	4512	5205	32	45	-1.95	-1.27	4	461	-267	-11	374	10	591	581	567	536	506	485	468	0.0	0.998	0.11699999999999999	0.127	0.14400000000000002	0.212	0.299	0.397	0.46	-1.2251666964939023	8.836591742605888e+28	230.1795192134902	9.413026260683061e+30
491	Hivel492	RS	14.53	18.27	15.78	Non	3.2	-7.5	0.1	3.1	8.1	5412	5466	388	100	-1.68	-1.72	176	461	-341	-109	289	181	620	605	595	566	534	512	490	0.0	1.0	0.004	0.006	0.006999999999999999	0.02	0.061	0.11800000000000001	0.24	2.00425010840047	4.513548034996769e+27	11.757093084128078	4.023954524432094e+30
492	Hivel493	HVS	13.51	12.61	11.19	G4	6.4	-4.0	4.0	2.6	6.3	4853	4859	39	38	-1.28	-1.21	-172	461	346	-226	-201	-167	641	619	616	586	554	537	509	0.434	0.688	0.026000000000000002	0.038	0.042	0.08199999999999999	0.114	0.159	0.24600000000000002	-0.520899869919436	4.619320120885375e+28	120.32612974434424	7.820628080432469e+30
493	Hivel494	HVS	13.91	14.36	13.29	G2	4.9	-6.0	1.7	4.1	7.5	5030	5147	22	36	-1.43	-1.28	-14	461	-364	71	273	-9	624	609	600	569	537	520	496	0.878	1.0	0.006999999999999999	0.013000000000000001	0.022000000000000002	0.049	0.105	0.155	0.24600000000000002	0.4590195998574309	1.8733126774526966e+28	48.79689183257871	6.042975540790758e+30
495	Hivel496	RS	13.11	13.68	12.38	G2	4.0	-11.5	1.3	-1.9	11.7	4987	5033	23	34	-1.58	-1.58	-267	461	198	-380	-168	-262	589	580	563	539	507	478	462	0.0	1.0	0.026000000000000002	0.033	0.061	0.11900000000000001	0.237	0.40700000000000003	0.49	0.0997000433601869	2.608183209583834e+28	67.93913023141012	6.642260876080687e+30
496	Hivel497	RS	14.67	12.0	11.32	F0	1.4	-9.1	0.0	-1.0	9.1	6101	6110	79	35	-1.34	-1.27	-453	461	316	25	334	-448	612	599	587	563	529	501	481	0.0	0.742	0.0	0.0	0.0	0.0	0.0	0.003	0.083	3.939359821608809	7.59406278611085e+26	1.9781356567103023	2.41823035415461e+30
497	Hivel498	RS	13.42	14.36	13.42	G7	5.6	-5.6	0.1	5.0	7.6	5044	5128	127	77	-1.24	-1.24	106	461	444	-90	-77	111	622	608	598	566	534	519	495	0.055	0.5489999999999999	0.105	0.11699999999999999	0.133	0.183	0.262	0.299	0.366	-0.3209401350310017	3.8423256157494965e+28	100.0866271359598	7.41974691405463e+30
498	Hivel499	RS	14.8	18.67	16.48	G0	3.5	-6.7	1.1	3.0	7.4	5309	5392	142	65	-1.64	-1.48	-269	461	261	-300	-231	-264	627	610	603	573	541	521	497	0.0	0.665	0.016	0.025	0.028999999999999998	0.052000000000000005	0.10300000000000001	0.16399999999999998	0.262	2.0796597782486224	4.2106990353074864e+27	10.968218377982513	3.9448892575842613e+30
500	Hivel501	HVS	16.09	14.71	13.64	F0	3.6	-6.5	1.9	2.6	7.3	6081	6296	197	116	-2.0	-1.79	-81	461	426	-158	-71	-76	629	612	605	576	543	522	498	0.46299999999999997	0.5820000000000001	0.08199999999999999	0.09699999999999999	0.105	0.14300000000000002	0.20199999999999999	0.26	0.341	3.308487496163563	1.3577603237827294e+27	3.5367552065192225	2.85494247899791e+30
501	Hivel502	HRS	13.39	18.62	16.35	F9	14.5	-6.1	9.8	10.4	15.6	4365	4796	48	101	-1.41	-0.98	56	461	-355	195	219	62	559	553	533	505	478	451	440	0.019	0.982	0.14800000000000002	0.156	0.205	0.287	0.397	0.556	0.613	-2.416840011174873	2.6482203381243036e+29	689.8203537703318	1.288013770651521e+31
502	Hivel503	RS	15.98	15.21	14.4	F0	4.9	-8.0	1.3	4.7	9.4	6146	6213	111	57	-1.74	-1.82	72	460	-368	-167	216	78	606	594	581	552	520	499	479	0.004	0.998	0.135	0.14800000000000002	0.168	0.233	0.29600000000000004	0.359	0.418	2.529019599857431	2.7836220765750645e+27	7.250904080685243	3.504930477262737e+30
503	Hivel504	RS	17.06	17.99	15.7	G6	1.8	-7.0	0.4	1.3	7.1	5229	5138	214	52	-1.0	-1.03	-359	460	-405	-210	48	-353	634	615	609	582	549	525	500	0.0	1.0	0.025	0.032	0.034	0.065	0.11	0.16399999999999998	0.26	5.783637474483468	1.3891947146663835e+26	0.3618636922809022	1.4884117140241998e+30
504	Hivel505	RS	15.6	15.83	15.18	F2	2.1	-8.5	-0.1	2.1	8.8	6214	6204	34	36	-1.49	-1.54	-8	460	-227	-395	-52	-3	614	600	590	563	530	505	484	0.0	0.623	0.071	0.083	0.098	0.14	0.21	0.28300000000000003	0.382	3.988903526330404	7.255322164843445e+26	1.8898989749527078	2.3869071782397573e+30
505	Hivel506	RS	13.77	15.93	13.63	F3	1.2	-7.7	1.1	0.3	7.8	6071	6077	23	33	-1.43	-1.46	-486	460	-398	-43	-225	-480	628	611	603	579	545	516	493	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.374093769761876	1.2781464090457112e+27	3.3293732978528556	2.8060764742702536e+30
506	Hivel507	HVS	15.49	14.19	13.76	F0	2.7	-7.7	1.2	2.4	8.2	6163	6095	120	60	-1.55	-1.61	-150	460	447	-58	-91	-145	620	605	595	568	535	512	490	0.38	0.622	0.002	0.004	0.005	0.015	0.061	0.13699999999999998	0.272	3.333181179205063	1.3272283214508638e+27	3.457224072547184	2.836450620386615e+30
507	Hivel508	RS	13.49	18.48	15.89	G7	6.2	-2.9	1.8	2.6	4.3	4886	4988	83	47	-1.71	-1.58	-97	460	-94	435	-121	-92	667	639	643	610	577	570	534	0.0	0.887	0.002	0.006999999999999999	0.006999999999999999	0.021	0.038	0.042	0.08900000000000001	-0.4719584474912697	4.415719634512489e+28	115.02265263121879	7.72055155815407e+30
508	Hivel509	HVS	15.63	16.22	15.5	F4	2.8	-6.9	0.3	2.5	7.4	6156	6109	119	48	-1.15	-1.16	-171	460	-450	18	88	-166	628	611	604	575	542	521	497	0.614	1.0	0.040999999999999995	0.05	0.054000000000000006	0.092	0.145	0.205	0.29600000000000004	3.3942098432889036	1.2546834655038122e+27	3.2682559664074295	2.791261484022967e+30
509	Hivel510	HVS	14.68	17.34	16.27	G3	3.2	-8.8	0.4	3.1	9.3	5308	5304	54	38	-0.93	-0.97	80	460	-455	55	31	85	608	595	583	555	523	499	480	0.365	1.0	0.001	0.005	0.006999999999999999	0.024	0.076	0.174	0.308	2.15425010840047	3.931135999999999e+27	10.239999999999998	3.868211456763356e+30
510	Hivel511	RS	14.72	14.32	13.59	F0	1.8	-8.0	0.8	1.6	8.2	6276	6262	180	124	-1.48	-1.44	-372	460	-404	-45	-211	-366	621	605	596	569	537	511	489	0.0	0.905	0.0	0.0	0.0	0.0	0.0	0.0	0.02	3.44363747448347	1.198845237428344e+27	3.1228060365416623	2.755190616996815e+30
511	Hivel512	RS	14.09	14.74	13.76	A1V	5.4	-5.4	3.5	2.9	7.1	9968	8019	48	53	-0.76	-1.09	-135	459	392	-53	-230	-130	631	612	606	577	544	525	500	0.0	0.6729999999999999	0.004	0.013999999999999999	0.016	0.04	0.086	0.128	0.23600000000000002	0.42803120088515634	1.9275499087526673e+28	50.209687646592016	6.092455528139894e+30
512	Hivel513	RS	16.03	12.29	11.12	G4	2.9	-6.8	0.5	2.5	7.2	6062	6063	44	52	0.34	0.28	97	459	407	193	-86	103	630	612	605	576	544	523	498	0.0	0.7340000000000001	0.006	0.011000000000000001	0.012	0.027999999999999997	0.068	0.121	0.21	3.718010010505221	9.31138122696304e+26	2.4254704941294714	2.563272566481614e+30
513	Hivel514	RS	16.23	16.45	15.85	A6IV	2.8	-8.5	-1.3	2.5	8.9	11908	6686	115	72	0.78	-1.56	6	459	415	195	38	11	612	599	588	560	528	503	483	0.0	0.57	0.076	0.08	0.094	0.151	0.209	0.28600000000000003	0.36700000000000005	3.9942098432889033	7.219949747674807e+26	1.880685008511281	2.3835764962303663e+30
514	Hivel515	RS	13.04	13.79	12.19	K7	0.1	-8.2	0.1	0.0	8.2	4171	4466	72	28	-0.48	-0.51	233	459	-65	439	-115	239	623	607	598	574	540	511	489	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.04	1.7386738092500004e+25	0.04528975799036209	8.219645289604212e+29
515	Hivel516	RS	16.11	15.05	14.39	K3	0.6	-8.4	0.3	-0.5	8.5	4834	4870	223	56	-1.46	-1.28	-492	459	-75	-148	428	-486	620	605	595	571	537	508	487	0.0	0.997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.219243748081782	3.7027177916328943e+25	0.09645005969348514	1.0201259396892713e+30
516	Hivel517	RS	16.04	14.27	13.23	A9V	1.7	-8.4	0.3	1.7	8.6	8801	5917	75	72	0.13	-2.09	-175	459	-37	-454	-50	-170	617	602	592	566	533	507	486	0.0	0.5670000000000001	0.099	0.12	0.13	0.179	0.251	0.324	0.396	4.887755393108629	3.1704138377487494e+26	0.8258436670353607	1.8841245260581263e+30
517	Hivel518	HVS	12.69	17.85	15.62	G7	3.7	-8.3	-1.7	3.3	9.1	4932	4915	30	38	-1.0	-1.0	266	459	-423	-148	92	272	609	596	585	556	525	501	481	0.37200000000000005	0.9570000000000001	0.134	0.145	0.165	0.22699999999999998	0.29100000000000004	0.342	0.40700000000000003	-0.15100862033497542	3.285651977597659e+28	85.58614164099139	7.095260536749236e+30
518	Hivel519	RS	14.34	14.58	13.66	F0	3.1	-8.8	-0.8	2.9	9.3	5892	5899	23	41	-1.91	-2.07	119	459	-451	80	-4	125	608	596	584	556	524	499	480	0.0	0.988	0.01	0.013999999999999999	0.021	0.042	0.11199999999999999	0.21899999999999997	0.33	1.8831915308286362	5.045933233965429e+27	13.143874013976111	4.154208882754052e+30
519	Hivel520	RS	13.67	14.21	13.0	G7	9.5	-11.5	5.9	6.7	14.5	4782	4858	36	43	-1.06	-0.98	4	459	-380	-168	191	9	567	561	541	514	486	458	446	0.0	0.996	0.12	0.132	0.172	0.259	0.368	0.501	0.556	-1.2186180264442381	8.783453828264515e+28	228.79535890243594	9.39681876706224e+30
520	Hivel521	RS	16.35	17.36	14.7	F0	2.3	-10.0	-0.6	-1.3	10.1	6127	6052	356	89	-1.48	-1.66	347	459	-212	-408	19	352	603	591	578	553	520	492	474	0.0	0.5710000000000001	0.084	0.106	0.131	0.179	0.278	0.376	0.44299999999999995	4.541360819912036	4.3618807096089823e+26	1.1362023208150516	2.0639423106262894e+30
521	Hivel522	OUT	13.87	14.38	13.21	G4	7.8	-15.5	-0.4	2.7	15.7	4892	4969	39	43	-1.38	-1.24	-259	459	278	-350	-100	-254	561	556	534	510	482	451	440	0.0	0.327	0.221	0.222	0.26	0.32	0.41100000000000003	0.526	0.564	-0.590473013452403	4.925012277684129e+28	128.28893664194138	7.965129651528228e+30
522	Hivel523	HVS	14.36	14.95	13.63	G3	5.2	-4.6	2.6	2.7	5.9	4987	5016	96	62	-1.07	-1.06	-27	459	396	-185	-137	-22	645	623	621	590	558	542	513	0.606	0.68	0.05	0.07	0.071	0.10400000000000001	0.14800000000000002	0.185	0.262	0.779983281826004	1.3938781150425533e+28	36.30836454916784	5.553531924732053e+30
527	Hivel528	HVS	12.25	12.86	11.53	G7	5.4	-6.8	4.9	1.8	8.6	4588	4628	37	29	-1.01	-1.01	-294	458	425	-163	-48	-289	617	600	592	565	533	507	486	0.179	0.57	0.047	0.057999999999999996	0.07400000000000001	0.107	0.19	0.276	0.35	-1.4119687991148435	1.0495560388019937e+29	273.3930812195868	9.887308430921473e+30
529	Hivel530	RS	15.58	18.19	15.87	F0	3.7	-6.5	1.9	2.6	7.3	6265	5842	123	243	-1.56	-2.32	55	458	-82	-133	430	60	629	612	605	575	543	523	498	0.0	1.0	0.02	0.032	0.035	0.067	0.135	0.195	0.28600000000000003	2.738991379665025	2.2941486792789255e+27	5.975901743367871	3.316520094694339e+30
530	Hivel531	HVS	14.09	18.2	15.81	G3	4.4	-7.2	0.1	4.3	8.3	5175	5193	49	40	-1.01	-1.01	-30	457	431	-106	-109	-24	616	602	591	561	529	510	488	0.16399999999999998	0.551	0.040999999999999995	0.051	0.057999999999999996	0.092	0.16	0.22399999999999998	0.32	0.8727366175690623	1.2797450697342806e+28	33.33537561172911	5.41962068341166e+30
531	Hivel532	RS	14.01	15.07	14.0	G2	3.4	-5.9	2.2	1.3	6.4	5193	5210	40	39	-1.42	-1.37	-490	457	-202	-373	166	-485	642	621	617	590	557	534	507	0.0	1.0	0.0	0.0	0.0	0.0	0.003	0.013000000000000001	0.07	1.3526054147887248	8.225758335046613e+27	21.426825566675213	4.776686548071078e+30
534	Hivel535	RS	15.0	13.82	12.79	A6V	1.5	-9.6	0.3	-0.5	9.6	6269	6342	20	47	-2.08	-2.54	176	457	-306	-336	39	182	608	596	583	560	526	496	478	0.0	0.7120000000000001	0.003	0.004	0.009000000000000001	0.02	0.081	0.18899999999999997	0.314	4.119543704721593	6.432808607606458e+26	1.6756469412884758	2.3062438450006048e+30
535	Hivel536	RS	14.62	14.78	14.14	G3	6.5	-7.6	5.1	4.0	10.0	5197	5154	184	86	-1.06	-1.09	-15	457	-372	92	248	-10	601	589	576	548	517	493	475	0.064	1.0	0.019	0.025	0.036000000000000004	0.079	0.168	0.273	0.37200000000000005	0.5554332167857208	1.7141342215505984e+28	44.65053976427712	5.891584858432505e+30
536	Hivel537	RS	14.01	17.03	14.52	G7	7.8	-4.5	5.0	4.8	8.3	4860	4967	51	48	-1.39	-1.28	-465	457	169	-344	-245	-459	615	600	591	560	529	510	489	0.0	0.613	0.013000000000000001	0.018000000000000002	0.022000000000000002	0.054000000000000006	0.11	0.162	0.257	-0.4504730134524024	4.329196687752909e+28	112.76886396855716	7.677023135070789e+30
537	Hivel538	RS	15.23	15.53	13.19	A7V	4.0	-9.0	1.7	3.5	9.8	6168	6261	21	65	-2.5	-2.74	-75	457	-452	19	-61	-70	603	592	579	551	519	495	476	0.0	0.897	0.039	0.045	0.057999999999999996	0.09699999999999999	0.179	0.27	0.368	2.219700043360188	3.7011620015031345e+27	9.640953377189723	3.802158474059097e+30
538	Hivel539	RS	13.5	15.94	15.24	G2	13.1	-4.1	8.3	9.2	13.1	4988	5236	73	42	-1.47	-1.28	-135	456	-365	-59	265	-129	575	567	550	520	492	467	454	0.0	0.981	0.182	0.195	0.237	0.305	0.396	0.47100000000000003	0.502	-2.086356478278823	1.9532629099493333e+29	508.7947147562734	1.1807309833736148e+31
539	Hivel540	RS	14.15	14.07	12.78	G3	7.8	-5.8	3.4	6.6	9.4	5016	5142	20	34	-1.56	-1.44	35	456	-268	-119	348	40	603	592	579	548	517	498	479	0.0	1.0	0.08900000000000001	0.10099999999999999	0.11599999999999999	0.171	0.253	0.315	0.396	-0.31047301345240186	3.8054613683244875e+28	99.12637062580067	7.39933771261391e+30
541	Hivel542	RS	13.71	17.58	15.26	F0	6.1	-9.3	2.8	-5.3	11.1	6612	6210	74	158	-0.93	-1.37	93	456	-397	-94	-200	99	591	582	566	538	507	483	467	0.008	0.9990000000000001	0.083	0.09300000000000001	0.11800000000000001	0.17	0.263	0.35200000000000004	0.436	-0.21664917505383485	3.4904207527358592e+28	90.92005086574262	7.218885026930503e+30
542	Hivel543	RS	17.21	14.41	13.29	G7	1.3	-8.2	0.0	1.3	8.3	5160	5166	88	143	-2.31	-2.32	-465	456	-57	-36	-449	-459	621	605	596	570	537	510	489	0.0	0.9790000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.002	6.640283238465816	6.311096440614807e+25	0.16439428081830706	1.188011668630922e+30
543	Hivel544	HVS	14.95	14.06	13.05	G0	7.6	-3.0	3.8	4.2	6.4	4997	5213	192	92	-1.42	-1.25	-89	456	363	-235	-145	-83	636	616	612	580	547	535	508	0.29100000000000004	0.629	0.152	0.174	0.179	0.22399999999999998	0.27399999999999997	0.3	0.35600000000000004	0.5459320385960424	1.7292002779869818e+28	45.04298718382344	5.906333780259246e+30
544	Hivel545	HVS	16.59	18.59	16.3	F7	2.0	-8.1	0.7	1.9	8.4	5749	5823	121	43	-1.33	-1.3	60	455	-414	-11	188	65	619	604	594	567	534	509	488	0.446	1.0	0.006	0.008	0.009000000000000001	0.025	0.065	0.135	0.243	5.084850021680094	2.6441013837485122e+26	0.6887474299944029	1.7888935677901959e+30
546	Hivel547	RS	13.74	16.13	16.28	F5	7.3	-4.2	1.1	6.0	7.4	5574	5567	156	52	-1.01	-1.13	19	455	-316	-83	316	24	622	608	598	565	534	521	497	0.132	0.9990000000000001	0.08199999999999999	0.098	0.106	0.151	0.23399999999999999	0.27399999999999997	0.33799999999999997	-0.5766143006022784	4.862547226582054e+28	126.6618188742395	7.9361340785213e+30
547	Hivel548	RS	15.87	15.06	14.17	G7	1.1	-8.6	-0.2	1.0	8.6	5276	5311	376	73	-1.34	-1.22	69	455	-36	-445	-83	75	618	603	593	567	534	506	486	0.0	0.6679999999999999	0.0	0.002	0.003	0.022000000000000002	0.076	0.16399999999999998	0.27899999999999997	5.663036574208874	1.5523994579789057e+26	0.40437599843159827	1.5364061586529745e+30
548	Hivel549	HVS	15.02	15.4	14.47	G2	3.2	-7.5	0.0	3.1	8.1	5256	5388	23	34	-1.5	-1.41	-17	455	441	-27	-110	-12	620	605	595	566	534	512	490	0.515	0.609	0.017	0.023	0.031	0.07	0.128	0.196	0.289	2.49425010840047	2.874207172088667e+27	7.486864214870193	3.537146633679323e+30
549	Hivel550	HVS	13.9	18.48	16.29	G0	3.5	-6.9	0.2	3.3	7.6	5218	5348	445	76	-1.54	-1.32	-91	455	388	-97	-216	-85	624	608	600	570	538	518	495	0.23	0.648	0.051	0.063	0.066	0.10800000000000001	0.162	0.23600000000000002	0.321	1.179659778248622	9.646154215526396e+27	25.12673669061317	4.9991015493923495e+30
550	Hivel551	RS	13.35	12.82	11.36	G5	11.2	-1.3	7.8	4.1	9.0	4800	4789	132	57	-1.36	-1.36	-251	455	309	-330	-50	-246	610	594	586	556	525	503	483	0.027999999999999997	0.518	0.16699999999999998	0.19	0.20800000000000002	0.252	0.315	0.382	0.42	-1.8960901133509083	1.6392838393048306e+29	427.0080331609353	1.1230684637046639e+31
551	Hivel552	RS	13.86	18.15	15.42	G6	7.1	-5.1	6.0	2.3	8.2	5001	5086	50	68	-2.11	-2.15	-330	455	-284	-108	337	-325	620	602	595	567	535	511	489	0.0	1.0	0.018000000000000002	0.028999999999999998	0.037000000000000005	0.073	0.12300000000000001	0.198	0.297	-0.396291743595377	4.118459594533681e+28	107.27948930798856	7.568341222973934e+30
554	Hivel555	RS	13.06	13.72	12.29	G5	10.1	-1.6	5.5	5.2	7.8	4502	4546	156	110	-1.11	-1.02	-207	454	307	-244	-228	-202	620	603	595	564	532	516	493	0.013999999999999999	0.596	0.07	0.077	0.08900000000000001	0.146	0.22	0.265	0.33899999999999997	-1.9616068689132131	1.741248918473767e+29	453.56835594523756	1.142599057346909e+31
556	Hivel557	RS	14.32	13.34	13.33	F2	2.9	-8.5	-1.2	2.6	9.0	5355	5448	22	30	-1.71	-1.58	113	454	-44	-412	-183	119	612	598	587	560	527	503	483	0.0	0.595	0.064	0.075	0.09	0.139	0.215	0.29600000000000004	0.375	2.0080100105052203	4.497944660832399e+27	11.71644871276999	4.0199750803788073e+30
557	Hivel558	RS	13.16	14.2	13.49	G6	9.6	-4.3	4.9	7.3	9.8	4572	4725	26	29	-1.15	-0.97	-171	454	335	-306	-9	-166	600	589	575	544	514	494	476	0.0	0.518	0.08900000000000001	0.096	0.11900000000000001	0.18100000000000002	0.272	0.337	0.39899999999999997	-1.7513561651978424	1.4346982818075764e+29	373.71666626923064	1.0810983625913178e+31
559	Hivel560	HVS	14.61	13.4	13.06	G0	4.0	-7.5	-1.4	3.7	8.5	5313	5352	32	37	-1.4	-1.4	-48	454	406	60	-193	-43	615	601	591	562	530	508	487	0.42700000000000005	0.58	0.037000000000000005	0.05	0.057	0.09	0.161	0.215	0.302	1.599700043360187	6.551460015044738e+27	17.065537939684134	4.475971959670634e+30
560	Hivel561	RS	15.41	16.79	15.92	F5	1.4	-9.1	0.2	-1.0	9.2	5782	6062	115	275	-2.41	-1.35	301	454	-1	-29	-452	306	612	598	587	562	529	501	481	0.0	1.0	0.001	0.001	0.001	0.004	0.022000000000000002	0.08199999999999999	0.18100000000000002	4.679359821608809	3.8412642420149464e+26	1.0005897999517965	1.9903352727872755e+30
563	Hivel564	RS	14.7	18.87	16.57	G0	3.3	-6.8	0.9	2.8	7.5	5248	5384	194	87	-1.62	-1.54	42	453	443	53	-82	48	627	610	602	573	541	520	496	0.0	0.773	0.001	0.003	0.006	0.015	0.033	0.07	0.158	2.1074303006105612	4.104365154693306e+27	10.691235099487644	3.9161655444992e+30
564	Hivel565	RS	14.85	12.8	11.85	F2	8.3	-8.5	4.4	7.1	11.9	5490	5470	82	43	-0.99	-1.18	-58	453	-105	-327	294	-52	584	576	559	530	501	476	461	0.0	0.9940000000000001	0.19399999999999998	0.205	0.235	0.28600000000000003	0.365	0.42700000000000005	0.46799999999999997	0.25460953811963094	2.2613839052055233e+28	58.90554585062577	6.376934942529395e+30
565	Hivel566	RS	14.87	18.66	16.1	G7	0.7	-7.9	0.4	0.5	7.9	5270	5355	92	48	-1.35	-1.35	-355	453	-334	201	-229	-349	626	609	601	576	543	514	492	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.644509799928715	1.579116575241505e+26	0.4113353933945051	1.5439149941218394e+30
566	Hivel567	RS	15.47	13.38	11.95	A3IV	2.5	-6.8	1.6	1.3	7.1	6897	7431	42	417	-2.05	-1.66	-282	453	-184	-265	316	-277	633	614	609	581	549	524	499	0.0	1.0	0.003	0.003	0.003	0.006999999999999999	0.026000000000000002	0.075	0.155	3.480299956639813	1.1590392131441778e+27	3.0191175127485748	2.728736830969308e+30
568	Hivel569	HVS	16.07	18.77	16.42	F5	2.9	-7.4	1.6	-2.2	7.9	6126	6085	36	29	-1.11	-1.22	-50	452	418	-151	-85	-45	623	607	598	570	538	514	492	0.16699999999999998	0.992	0.078	0.102	0.11599999999999999	0.151	0.222	0.264	0.348	3.7580100105052203	8.974579476574364e+26	2.33773885818556	2.536432801592364e+30
569	Hivel570	RS	15.4	15.61	15.02	F0	3.7	-5.6	0.5	2.6	6.2	6826	6749	36	31	-0.81	-0.84	-50	452	158	357	-227	-45	642	622	618	587	555	538	510	0.0	0.815	0.017	0.018000000000000002	0.019	0.035	0.059000000000000004	0.077	0.153	2.5589913796650254	2.707831027406076e+27	7.053480144324241	3.477395290316993e+30
572	Hivel573	HVS	14.31	14.72	13.73	F7	8.3	-2.7	4.4	4.3	6.7	5688	5546	210	62	-0.8	-0.94	-228	452	282	-271	-225	-222	632	613	608	576	544	530	504	0.396	0.584	0.133	0.142	0.152	0.19699999999999998	0.24600000000000002	0.275	0.331	-0.2853904618803682	3.7185557490533166e+28	96.86261393730963	7.350658931118919e+30
573	Hivel574	HVS	13.69	14.96	13.84	G2	4.9	-7.1	3.8	2.9	8.6	5024	5174	73	54	-1.38	-1.33	-54	452	-381	213	117	-48	615	600	590	562	530	507	486	0.948	1.0	0.0	0.0	0.0	0.002	0.013000000000000001	0.040999999999999995	0.114	0.23901959985743026	2.294089051097155e+28	59.757464211960276	6.403150263265337e+30
574	Hivel575	RS	14.47	13.96	12.88	A7III	2.1	-8.1	-0.7	1.9	8.3	6002	5906	50	109	-2.4	-2.1	16	452	305	-271	-191	22	619	604	594	567	534	510	488	0.0	0.721	0.001	0.003	0.004	0.017	0.047	0.126	0.21899999999999997	2.858903526330405	2.0542661104483532e+27	5.351044830550543	3.21350061740104e+30
575	Hivel576	RS	13.35	12.9	11.76	G6	8.1	-12.6	5.8	-3.4	14.3	4688	4754	77	55	-1.36	-1.17	39	452	-428	-94	-106	45	569	563	543	518	489	459	447	0.0	0.995	0.165	0.175	0.212	0.268	0.36	0.479	0.526	-1.1924250943932488	8.574092211159917e+28	223.34181326282672	9.332271668739148e+30
576	Hivel577	HVS	14.76	14.58	13.57	G2	5.9	-5.1	2.4	4.4	7.2	5286	5192	103	62	-0.99	-1.11	-179	451	347	-201	-207	-173	626	610	602	571	539	523	499	0.514	0.628	0.092	0.10800000000000001	0.114	0.155	0.21	0.24100000000000002	0.32299999999999995	0.9057399417892782	1.2414297118750506e+28	32.3373199238096	5.372755569846568e+30
577	Hivel578	HVS	15.68	14.6	12.33	F0	2.0	-7.7	0.3	1.9	8.0	6217	6155	203	82	-1.03	-0.97	-56	451	430	-94	-101	-51	623	607	598	571	538	514	491	0.33399999999999996	0.6779999999999999	0.013999999999999999	0.019	0.022000000000000002	0.042	0.085	0.157	0.24600000000000002	4.1748500216800934	6.1133337110195054e+26	1.5924286822139895	2.2729218442083438e+30
578	Hivel579	OUT	13.13	13.69	12.46	G2	10.3	-6.3	9.8	2.7	11.9	4687	5069	29	48	-2.08	-1.59	-593	450	-325	-308	23	-587	586	574	561	536	504	476	461	0.0	0.371	0.011000000000000001	0.011000000000000001	0.021	0.040999999999999995	0.109	0.248	0.368	-1.9341861235258602	1.6978235823380018e+29	442.25672892367857	1.1343839206229637e+31
580	Hivel581	RS	13.87	18.07	15.57	F0	7.2	-5.1	4.3	4.9	8.3	5694	5679	43	50	-1.7	-1.79	-88	450	433	-49	-113	-82	615	600	591	560	528	510	488	0.0	0.598	0.032	0.038	0.046	0.081	0.13699999999999998	0.182	0.281	-0.4166624821563438	4.1964601656006805e+28	109.31128329254183	7.609021104288936e+30
581	Hivel582	HVS	14.02	16.04	16.48	G7	0.4	-8.1	0.0	0.4	8.1	5115	5263	271	94	-1.06	-0.92	-120	450	-444	48	47	-114	624	608	599	575	541	513	490	0.983	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.009700043360187	1.1280753120182888e+26	0.2938461349357356	1.4024499043672856e+30
582	Hivel583	HVS	16.04	13.81	12.66	G0	1.9	-8.0	0.3	1.9	8.3	5752	5752	84	34	-0.98	-1.01	-186	449	415	-51	-164	-181	620	604	595	568	535	510	489	0.629	0.755	0.001	0.002	0.004	0.005	0.02	0.064	0.152	4.646231995235855	3.960274724661928e+26	1.0315901861583558	2.0077622157795375e+30
