	ID	Origin_Class	G	G_BP	G_RP	Class	r	x	y	z	r_GC	Teff_LASP	Teff_DD-Payne	e_Teff_LASP	e_Teff_DD-Payne	[Fe/H]_LASP	[Fe/H]_DD-Payne	RV_LASP	V_GC	Vx	Vy	Vz	RV_LASP_Calibrated	Vesc(W)	Vesc(G)	Vesc(Ke)	Vesc(Ko)	Vesc(P)	Vesc(M)	Vesc(X)	Pgc	PMW	Pub(W)	Pub(G)	Pub(Ke)	Pub(Ko)	Pub(P)	Pub(M)	Pub(X)	Mabs	Luminosity	L_Lsun	Mass
183	Hivel184	OUT	15.67	18.04	16.58	F0	3.1	-7.0	0.6	2.8	7.6	6223	6150	210	61	-1.3	-1.49	-5	521	491	74	-157	0	625	609	601	572	539	518	495	0.0	0.251	0.077	0.098	0.11800000000000001	0.21899999999999997	0.381	0.519	0.6829999999999999	3.2131915308286363	1.4823184008579664e+27	3.8612096922583135	2.9274422067185353e+30
184	Hivel185	HVS	13.62	12.64	11.6	G8	4.6	-5.2	3.0	1.7	6.3	4808	4861	77	44	-0.94	-0.83	-130	521	420	-204	-228	-124	643	621	618	589	557	536	508	0.366	0.366	0.035	0.062	0.064	0.141	0.27899999999999997	0.387	0.586	0.3062108415921294	2.1564221072129383e+28	56.171453691402405	6.290927707729221e+30
185	Hivel186	OUT	15.53	12.8	11.71	F0	2.0	-6.6	0.7	1.0	6.7	6126	6128	53	37	-1.25	-1.33	46	521	401	-297	-148	52	640	619	615	588	555	530	504	0.0	0.302	0.045	0.076	0.08199999999999999	0.138	0.281	0.436	0.619	4.024850021680093	7.019046239726024e+26	1.8283527584595012	2.3644348921750878e+30
186	Hivel187	OUT	14.14	12.29	10.12	F5	5.7	-3.8	2.0	3.0	5.2	5459	5527	49	39	-1.3	-1.35	-170	520	243	-407	-209	-164	653	629	628	596	564	553	521	0.0	0.46299999999999997	0.14400000000000002	0.18100000000000002	0.183	0.254	0.35100000000000003	0.384	0.495	0.36062572163754325	2.051010215457647e+28	53.42563728725312	6.20148719194677e+30
187	Hivel188	HRS	14.89	16.77	16.1	F0	1.6	-9.1	1.1	-0.6	9.2	6122	6130	34	30	-1.28	-1.34	-32	520	-474	-204	-51	-26	613	599	587	563	530	501	481	0.0	1.0	0.015	0.026000000000000002	0.051	0.151	0.401	0.6920000000000001	0.8490000000000001	3.8694000867203755	8.099497532249386e+26	2.1097935744332865	2.4631625135896274e+30
189	Hivel190	OUT	14.11	14.94	12.74	G7	8.0	-2.8	5.4	2.4	6.5	4920	4926	39	41	-1.24	-1.19	-156	519	401	-288	-154	-151	638	616	613	584	551	532	506	0.11699999999999999	0.456	0.233	0.262	0.271	0.325	0.402	0.457	0.536	-0.40544993495971937	4.153345751410239e+28	108.18821962516903	7.586602934760928e+30
190	Hivel191	HRS	13.14	13.59	12.52	G2	6.7	-7.9	-3.3	5.8	10.4	4512	5169	51	46	-1.98	-1.41	64	519	-374	330	147	69	596	586	572	542	512	489	472	0.0	0.973	0.22	0.239	0.27699999999999997	0.40399999999999997	0.541	0.6809999999999999	0.764	-0.9903740135041321	7.118159537669484e+28	185.4170236433833	8.849033124795058e+30
192	Hivel193	HRS	15.04	14.49	13.35	F0	2.8	-9.6	-1.0	2.2	9.9	6162	6099	86	49	-1.62	-1.66	57	519	456	-28	247	63	604	592	579	553	520	494	475	0.0	1.0	0.12300000000000001	0.16	0.212	0.31	0.493	0.67	0.79	2.804209843288902	2.160400030805557e+27	5.627507243567484	3.260086281907029e+30
193	Hivel194	HRS	15.73	16.75	15.76	A7IV	1.9	-7.9	1.0	1.5	8.1	13292	6280	539	47	0.38	-2.42	203	518	389	14	342	208	622	606	598	571	538	513	491	0.0	1.0	0.001	0.001	0.004	0.032	0.207	0.61	0.9259999999999999	4.336231995235856	5.268965003833425e+26	1.3724837207172245	2.1784161516783064e+30
194	Hivel195	OUT	13.39	13.57	12.39	G6	7.1	-5.4	-0.1	6.5	8.4	4957	5225	48	48	-2.21	-1.85	40	518	488	-79	-155	45	612	600	588	556	525	509	487	0.035	0.28300000000000003	0.23399999999999999	0.253	0.28	0.36200000000000004	0.47700000000000004	0.5429999999999999	0.625	-0.8662917435953759	6.349431022347024e+28	165.3928372583231	8.564755902056554e+30
195	Hivel196	OUT	12.94	17.49	15.29	G2	6.9	-5.9	6.2	1.8	8.8	4528	5168	40	36	-2.29	-1.52	-173	518	296	81	-416	-168	615	598	590	564	531	505	484	0.0	0.222	0.115	0.151	0.171	0.261	0.43200000000000005	0.5710000000000001	0.687	-1.254245453686277	9.076455726869766e+28	236.427604242505	9.485332446006272e+30
196	Hivel197	OUT	15.19	15.89	15.19	G2	6.8	-7.1	2.9	6.1	9.8	5299	5291	245	97	-1.12	-1.17	-193	518	480	-172	-87	-188	601	590	577	546	516	495	476	0.087	0.22699999999999998	0.245	0.268	0.305	0.396	0.508	0.583	0.66	1.0274554364688182	1.1097775562024525e+28	28.90798531394771	5.203394347180021e+30
199	Hivel200	OUT	14.18	16.19	15.46	G2	8.2	-7.8	6.6	4.8	11.3	5158	5257	33	37	-1.26	-1.23	-300	517	504	-91	-70	-295	590	579	565	537	507	481	465	0.0	0.095	0.158	0.19	0.258	0.396	0.5660000000000001	0.738	0.823	-0.3890692619185838	4.091153899043065e+28	106.5682182610853	7.553970383415513e+30
200	Hivel201	OUT	14.72	18.35	15.7	G2	6.8	-4.5	4.2	3.9	7.3	5160	5177	42	63	-1.08	-1.1	-534	516	63	-482	-170	-528	626	609	602	571	539	522	498	0.0	0.261	0.107	0.138	0.156	0.255	0.369	0.45899999999999996	0.623	0.5574554364688193	1.710944561070574e+28	44.56745405237234	5.888450471875782e+30
201	Hivel202	RS	15.44	16.15	15.45	G3	3.6	-5.6	1.9	1.7	6.2	5294	5211	75	43	-0.86	-0.97	-245	515	-252	-193	403	-239	645	623	620	591	559	538	510	0.0	1.0	0.11	0.14800000000000002	0.152	0.21899999999999997	0.314	0.402	0.521	2.6584874961635627	2.4707176269740024e+27	6.43583648599636	3.387529429286671e+30
202	Hivel203	HVS	14.44	14.89	13.82	G2	5.6	-4.0	0.6	3.7	5.5	5242	5240	70	46	-1.53	-1.5	-150	515	-410	-33	309	-144	647	626	623	590	558	548	518	0.545	1.0	0.114	0.142	0.147	0.218	0.315	0.34700000000000003	0.49200000000000005	0.6990598649689979	1.501737985585627e+28	39.11794700665869	5.673063741831996e+30
203	Hivel204	OUT	14.77	18.48	16.24	G3	6.1	-6.9	3.3	5.0	9.1	5037	5158	51	43	-1.36	-1.21	-232	515	349	-374	55	-226	608	595	583	553	522	501	482	0.0	0.23	0.2	0.223	0.262	0.345	0.47600000000000003	0.573	0.6609999999999999	0.8433508249461639	1.3148547576078744e+28	34.249928564935516	5.461692785041451e+30
204	Hivel205	RS	13.83	13.9	12.19	F2	5.4	-4.5	2.8	2.8	6.0	5348	5500	50	34	-1.36	-1.3	-444	515	-508	28	68	-439	644	622	619	588	556	541	512	0.0	1.0	0.009000000000000001	0.018000000000000002	0.023	0.066	0.159	0.242	0.536	0.16803120088515655	2.4490950005582255e+28	63.79512895436899	6.523890356117162e+30
206	Hivel207	OUT	15.83	15.29	14.26	F0	2.1	-8.3	-1.3	1.7	8.6	6154	6198	53	43	-1.86	-1.95	316	513	-88	-481	-150	322	617	602	592	566	533	507	486	0.0	0.321	0.135	0.171	0.191	0.28	0.395	0.529	0.619	4.218903526330404	5.8702514107928514e+26	1.5291095104956633	2.246724474376403e+30
210	Hivel211	RS	13.55	14.2	14.44	F9	3.4	-6.8	1.0	3.0	7.5	5042	4978	132	166	-1.64	-1.42	345	512	411	9	304	350	626	610	602	572	540	520	496	0.0	1.0	0.0	0.0	0.0	0.005	0.068	0.306	0.868	0.8926054147887257	1.2565389235886112e+28	32.73089147144077	5.391358010039456e+30
211	Hivel212	HRS	14.57	18.55	16.4	F5	10.6	-3.7	7.8	5.6	10.3	5491	5634	31	37	-1.37	-1.39	138	511	-183	290	378	143	597	584	572	543	512	489	472	0.0	0.9990000000000001	0.141	0.166	0.207	0.32	0.495	0.64	0.769	-0.5565293263238509	4.773422134837176e+28	124.34024836773057	7.894298988798441e+30
212	Hivel213	HVS	15.28	15.93	15.21	F2	3.8	-8.8	0.4	3.7	9.5	5560	5598	71	44	-1.44	-1.39	-161	511	502	-81	-42	-155	605	594	581	552	521	497	478	0.172	0.255	0.13699999999999998	0.165	0.2	0.3	0.456	0.574	0.6759999999999999	2.381082016915949	3.189960499667527e+27	8.309352695148547	3.644068735683137e+30
213	Hivel214	HRS	12.63	13.1	12.0	G2	6.7	-8.2	2.6	6.2	10.6	4525	5078	29	40	-1.96	-1.4	122	511	-455	93	210	127	594	585	569	540	509	487	470	0.154	0.998	0.19699999999999998	0.217	0.272	0.37200000000000005	0.51	0.643	0.722	-1.500374013504132	1.1385909237439309e+29	296.58528881060977	1.0120023828634249e+31
214	Hivel215	RS	16.09	14.06	13.21	G1	1.7	-7.9	1.1	1.3	8.1	5642	5626	59	71	-1.11	-1.23	-59	511	510	16	31	-53	622	606	597	571	538	512	490	0.0	0.9520000000000001	0.002	0.009000000000000001	0.013000000000000001	0.048	0.21	0.486	0.748	4.937755393108629	3.0277217096698218e+26	0.7886745792315244	1.8594962942394258e+30
215	Hivel216	HRS	15.65	15.03	13.62	F0	5.1	-9.1	1.8	4.7	10.4	6129	6118	136	45	-1.33	-1.33	-145	510	414	-268	129	-140	597	587	573	544	513	489	472	0.0	0.7	0.256	0.27399999999999997	0.31	0.397	0.488	0.575	0.636	2.1121491195103186	4.0865655007018305e+27	10.644869759577574	3.9113055881449167e+30
216	Hivel217	HRS	16.25	16.54	15.76	F0	2.4	-8.3	0.6	2.3	8.6	5814	5786	106	60	-2.12	-2.43	30	510	-432	-218	159	35	616	601	591	564	531	507	486	0.0	1.0	0.087	0.115	0.139	0.237	0.384	0.519	0.635	4.34894379144197	5.207635699705024e+26	1.356508387524101	2.1711412149604746e+30
217	Hivel218	HRS	15.69	14.43	13.34	F0	3.9	-9.7	-2.0	3.0	10.4	6078	6100	142	62	-1.34	-1.59	125	510	456	-10	230	131	599	588	574	547	515	489	472	0.0	0.991	0.225	0.24	0.287	0.36200000000000004	0.47100000000000003	0.598	0.6679999999999999	2.7346769648675036	2.303283127236498e+27	5.999695564564986	3.320287642110775e+30
218	Hivel219	HRS	14.2	15.44	14.62	G2	4.9	-11.5	0.8	-3.5	12.0	5194	5298	19	32	-1.36	-1.28	-50	510	391	-4	-327	-45	585	577	560	534	503	475	461	0.0	1.0	0.16	0.182	0.253	0.37	0.541	0.708	0.7979999999999999	0.74901959985743	1.4342018295416262e+28	37.35873481483788	5.598967921632055e+30
220	Hivel221	OUT	13.77	14.17	13.19	G0	3.6	-7.0	-1.2	3.3	7.8	5037	5212	26	43	-2.35	-2.22	143	509	496	-37	-104	149	622	606	597	568	536	515	493	0.055	0.266	0.051	0.075	0.102	0.182	0.308	0.44799999999999995	0.606	0.9884874961635628	1.1503317681411411e+28	29.964359680675727	5.257027147099101e+30
221	Hivel222	OUT	15.77	16.03	15.36	F0	2.2	-7.6	1.1	1.8	7.9	6174	6183	148	60	-1.55	-1.55	-391	509	293	-382	-161	-385	624	607	599	572	539	515	492	0.0	0.22699999999999998	0.017	0.024	0.034	0.09300000000000001	0.256	0.446	0.674	4.057886595888968	6.808688629513476e+26	1.7735578612955136	2.343968392885891e+30
222	Hivel223	RS	13.79	17.27	14.74	G3	4.6	-4.1	1.3	1.7	4.7	5296	5235	90	163	-0.92	-1.08	11	509	207	-447	126	17	666	638	641	610	578	564	529	0.0	1.0	0.07200000000000001	0.10800000000000001	0.096	0.157	0.222	0.262	0.41	0.47621084159212934	1.843884762806429e+28	48.03034026586166	6.015699349158649e+30
223	Hivel224	OUT	15.01	13.12	12.01	A6IV	4.8	-7.7	3.3	-3.4	9.0	6505	6513	14	35	-1.94	-1.44	-262	509	490	-92	105	-257	610	597	585	557	525	502	482	0.081	0.315	0.21100000000000002	0.233	0.266	0.344	0.447	0.5329999999999999	0.613	1.6037938131220635	6.526804238128785e+27	17.001313462174487	4.471152653721466e+30
224	Hivel225	OUT	13.57	18.57	16.28	F2	6.1	-9.4	-2.9	5.3	11.2	5457	5538	38	34	-1.16	-1.2	17	509	506	-50	-19	22	590	581	566	537	507	482	466	0.0	0.16899999999999998	0.19	0.21899999999999997	0.272	0.377	0.513	0.655	0.726	-0.3566491750538354	3.970797887316677e+28	103.43313069332318	7.489798345963579e+30
225	Hivel226	HRS	14.73	18.2	15.73	A7V	3.6	-7.3	-0.3	3.5	8.1	6639	6911	15	44	-1.82	-1.14	-94	509	-433	-264	-8	-89	619	605	595	566	533	513	491	0.0	0.965	0.105	0.13	0.151	0.23	0.36200000000000004	0.479	0.614	1.9484874961635636	4.751416632906235e+27	12.37670391483781	4.083437699431595e+30
226	Hivel227	OUT	14.5	16.32	13.56	F0	1.6	-7.5	0.5	1.4	7.6	6453	6140	66	113	-1.11	-1.35	-441	508	-150	-457	-158	-435	628	611	603	576	543	518	495	0.0	0.11900000000000001	0.0	0.0	0.0	0.002	0.059000000000000004	0.308	0.746	3.479400086720375	1.1600002355883504e+27	3.0216208272684306	2.72938308080432e+30
227	Hivel228	RS	14.72	15.12	14.13	G2	2.9	-7.9	0.6	2.9	8.4	5305	5365	280	89	-1.37	-1.35	260	508	418	25	287	266	616	602	592	564	531	508	487	0.0	1.0	0.0	0.001	0.006	0.027999999999999997	0.183	0.49200000000000005	0.816	2.4080100105052207	3.111817421843323e+27	8.105802088677581	3.618337516911519e+30
